epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1786.8,3.46305,3.55576,4.19947,0.00433,0.8125,0.07918,0.02663,3.60636,3.81267,4.12967,0.00062,0.00062,0.00062
